Shipment_ID,Order_ID,Customer_Name,Source_City,Destination_City,Shipment_Date,Delivery_Date,Transport_Mode,Weight_Kg,Distance_Km,Vendor,Cost,Selling_Price,Delivery_Status,Damage_Flag,Delivery_Time_Days,Return_Reason,Driver_Rating ,Vehicle_Type,Fuel_Consumption_Litres
12554,11710,Aisha,Bangalore,Mumbai,30-01-2023,02-04-2021,Sea,20,200,BlueDart,800,300,Unknown,1,10,Unknown,2,Container,30
12555,10000,Unknown,Hyderabad,Kolkata,16-03-2023,31-12-2022,Unknown,25,400,FedEx,1500,700,Unknown,1,7,Late,5,Unknown,10
12556,9654,John,Mumbai,Chennai,11-05-2023,14-02-2021,Rail,15,150,BlueDart,500,2000,Delivered,1,2,Unknown,2,Bike,20
12557,13078,Unknown,Kolkata,Unknown,27-03-2021,26-01-2023,Road,30,150,ABC Logistics,500,1200,Delayed,1,5,Unknown,2,Unknown,25
12558,11063,Ram,Kolkata,Coimbatore,27-11-2021,28-02-2023,Rail,25,150,Gati,1000,2000,In Transit,1,8,Unknown,4,Unknown,15
12559,7285,John,Pune,Chennai,17-11-2022,03-06-2021,Unknown,20,200,BlueDart,200,300,Unknown,1,9,Unknown,1,Truck,30
12560,10223,Ram,Delhi,Delhi,12-01-2023,04-06-2021,Sea,20,100,FedEx,800,2000,Delayed,1,5,Late,5,Mini Van,10
12561,11971,Unknown,Pune,Bangalore,28-02-2023,28-12-2022,Sea,20,150,BlueDart,800,2000,Unknown,1,2,Unknown,5,Mini Van,15
12562,8525,Unknown,Bangalore,Kolkata,16-07-2021,22-02-2023,Unknown,30,400,Unknown,800,2000,Unknown,1,4,Unknown,5,Truck,20
12563,7822,Unknown,Chennai,Unknown,14-03-2021,03-10-2022,Rail,20,400,BlueDart,800,1200,Cancelled,1,6,Unknown,1,Mini Van,20
12564,9943,John,Unknown,Delhi,17-02-2021,29-11-2022,Road,20,300,DHL,800,1200,Unknown,1,5,Unknown,5,Unknown,10
12565,11530,John,Coimbatore,Mumbai,27-03-2021,09-04-2023,Rail,20,200,BlueDart,1500,1200,Returned,1,6,Unknown,3,Truck,10
12566,5258,Sita,Chennai,Bangalore,15-02-2021,19-03-2021,Road,20,400,ABC Logistics,800,1200,Unknown,1,6,Late,5,Truck,10
12567,5282,Vikram,Bangalore,Hyderabad,04-02-2022,22-11-2022,Unknown,20,300,FedEx,200,2000,Delayed,1,6,Late,3,Unknown,20
12568,6898,Unknown,Unknown,Kolkata,29-10-2021,02-04-2023,Unknown,20,200,Unknown,800,700,Unknown,1,6,Late,3,Mini Van,25
12569,9135,Aisha,Kolkata,Coimbatore,08-04-2022,20-03-2021,Air,25,150,DHL,200,1200,In Transit,1,1,Unknown,3,Unknown,15
12570,11629,Unknown,Chennai,Coimbatore,17-05-2023,30-01-2023,Road,30,150,Unknown,800,1200,Unknown,1,6,Wrong Item,5,Truck,20
12571,8200,Aisha,Unknown,Delhi,17-04-2023,14-02-2023,Sea,15,300,BlueDart,1500,1200,In Transit,1,6,Late,3,Bike,20
12572,10110,Unknown,Hyderabad,Delhi,20-10-2021,07-04-2023,Unknown,25,150,Unknown,800,1200,Returned,1,10,Wrong Item,2,Truck,10
12573,12167,Aisha,Pune,Unknown,20-12-2022,19-02-2023,Sea,25,300,Gati,1000,1200,Delivered,1,1,Damaged,3,Mini Van,20
12574,5612,Unknown,Coimbatore,Hyderabad,12-09-2021,09-06-2023,Unknown,10,50,ABC Logistics,1000,1600,Delayed,1,5,Late,1,Mini Van,10
12575,5687,Ram,Mumbai,Pune,27-12-2022,02-06-2021,Sea,30,150,ABC Logistics,1000,2000,Unknown,1,6,Wrong Item,2,Mini Van,20
12576,8690,Aisha,Hyderabad,Kolkata,10-02-2022,07-01-2023,Rail,20,200,Unknown,200,1200,Delayed,1,7,Wrong Item,2,Mini Van,20
12577,13804,Aisha,Chennai,Chennai,13-09-2021,13-02-2021,Rail,20,300,ABC Logistics,1500,700,In Transit,1,8,Unknown,1,Unknown,15
12578,7307,Sita,Unknown,Mumbai,05-11-2021,30-08-2022,Rail,20,200,Unknown,500,700,Cancelled,1,6,Wrong Item,1,Mini Van,15
12579,12133,John,Unknown,Kolkata,06-02-2022,23-09-2022,Unknown,10,20,DHL,800,1600,Delayed,1,6,Unknown,4,Bike,20
12580,11509,Unknown,Kolkata,Kolkata,22-01-2023,28-08-2021,Unknown,20,50,Unknown,500,700,Unknown,1,5,Unknown,4,Truck,10
12581,14973,Unknown,Kolkata,Hyderabad,05-03-2023,24-06-2022,Sea,15,200,Unknown,1000,1200,In Transit,1,2,Unknown,3,Container,20
12582,10906,Unknown,Unknown,Kolkata,10-06-2021,29-11-2021,Road,25,300,BlueDart,800,1200,Cancelled,1,3,Unknown,4,Container,20
12583,7591,Unknown,Chennai,Unknown,15-12-2022,30-08-2021,Unknown,20,150,ABC Logistics,200,300,Delivered,1,6,Wrong Item,5,Unknown,20
12584,12183,Unknown,Kolkata,Kolkata,23-10-2022,20-11-2021,Sea,20,150,BlueDart,500,1200,Unknown,1,7,Wrong Item,3,Container,20
12585,10248,Aisha,Delhi,Unknown,23-03-2023,23-05-2021,Road,20,150,Gati,200,1200,Delivered,1,10,Damaged,5,Mini Van,10
12586,13766,Vikram,Kolkata,Unknown,10-08-2022,26-05-2023,Rail,20,150,Unknown,1500,300,In Transit,1,4,Wrong Item,5,Container,10
12587,10108,Unknown,Coimbatore,Bangalore,08-05-2023,31-03-2022,Unknown,20,150,BlueDart,800,700,Unknown,1,1,Unknown,3,Bike,10
12588,8604,Unknown,Delhi,Mumbai,01-06-2022,09-10-2021,Air,25,20,Unknown,800,2000,In Transit,1,3,Unknown,4,Unknown,10
12589,5669,Aisha,Bangalore,Unknown,01-02-2021,16-09-2021,Rail,15,200,BlueDart,1000,1200,Delivered,1,10,Unknown,3,Mini Van,20
12590,9364,Unknown,Bangalore,Mumbai,22-01-2023,28-09-2022,Unknown,25,200,BlueDart,800,300,In Transit,1,2,Unknown,1,Container,20
12591,12329,Unknown,Unknown,Coimbatore,20-08-2022,31-08-2022,Road,20,400,Unknown,1000,1200,Unknown,1,9,Damaged,5,Mini Van,20
12592,6283,Ram,Delhi,Unknown,12-03-2023,10-08-2021,Air,15,400,FedEx,800,1200,Returned,1,1,Wrong Item,1,Unknown,25
12593,5923,Ram,Hyderabad,Hyderabad,12-12-2022,24-06-2022,Rail,25,50,Unknown,800,1200,Delayed,1,9,Damaged,3,Bike,15
12594,6125,Unknown,Unknown,Hyderabad,08-08-2022,06-12-2022,Unknown,5,100,DHL,500,1200,Returned,1,10,Wrong Item,3,Truck,20
12595,6529,Ram,Hyderabad,Unknown,17-12-2022,13-11-2022,Air,10,150,Unknown,800,1200,Cancelled,1,5,Unknown,4,Unknown,30
12596,14786,Unknown,Coimbatore,Unknown,29-03-2022,18-06-2022,Sea,15,150,BlueDart,800,1200,In Transit,1,6,Damaged,1,Mini Van,30
12597,13438,Aisha,Pune,Coimbatore,12-11-2022,30-09-2022,Road,5,150,ABC Logistics,800,1200,In Transit,1,6,Unknown,5,Bike,30
12598,8711,Sita,Chennai,Chennai,05-06-2022,07-09-2022,Unknown,20,300,Unknown,800,1200,Unknown,1,6,Unknown,1,Unknown,15
12599,13004,Vikram,Delhi,Unknown,12-06-2022,29-06-2022,Sea,20,50,FedEx,200,1600,Cancelled,1,6,Unknown,3,Unknown,10
12600,14752,Aisha,Unknown,Bangalore,10-02-2021,24-01-2022,Air,25,300,BlueDart,800,700,Unknown,1,6,Unknown,4,Bike,30
12601,11274,Sita,Mumbai,Hyderabad,29-03-2021,25-05-2023,Rail,20,300,FedEx,800,2000,Delayed,1,9,Wrong Item,5,Container,30
12602,8864,Sita,Chennai,Bangalore,12-08-2022,01-11-2021,Road,25,200,DHL,800,1200,Delivered,1,9,Wrong Item,3,Bike,25
12603,12833,Unknown,Coimbatore,Hyderabad,18-04-2023,09-03-2023,Unknown,20,50,Unknown,800,1600,Returned,1,6,Damaged,5,Container,20
12604,11788,Aisha,Delhi,Coimbatore,19-04-2022,29-06-2022,Unknown,25,50,FedEx,500,700,Delayed,1,10,Unknown,4,Container,20
12605,5226,Aisha,Bangalore,Kolkata,30-01-2022,13-06-2021,Rail,20,400,ABC Logistics,500,1200,Delivered,1,7,Late,2,Bike,15
12606,5264,Unknown,Chennai,Pune,11-11-2022,02-05-2021,Unknown,20,20,BlueDart,800,1200,Delivered,1,3,Wrong Item,3,Unknown,15
12607,14587,Sita,Hyderabad,Unknown,19-02-2021,30-07-2022,Unknown,10,150,ABC Logistics,1000,300,In Transit,1,7,Late,4,Truck,25
12608,5645,Sita,Unknown,Unknown,29-09-2021,04-11-2022,Road,20,100,Unknown,500,1600,Cancelled,1,5,Late,3,Truck,20
12609,12544,Sita,Chennai,Kolkata,07-07-2022,21-03-2021,Air,20,300,Unknown,200,1200,Unknown,1,9,Wrong Item,1,Bike,30
12610,10569,Unknown,Mumbai,Chennai,08-05-2023,10-11-2022,Unknown,20,150,Gati,800,1200,In Transit,1,8,Damaged,2,Mini Van,20
12611,7990,Unknown,Coimbatore,Hyderabad,19-02-2021,26-04-2021,Road,20,150,FedEx,1500,1600,Unknown,1,10,Unknown,4,Bike,20
12612,7504,Aisha,Coimbatore,Chennai,01-01-2023,05-03-2022,Unknown,25,150,FedEx,500,1600,Unknown,1,6,Late,3,Truck,25
12613,14346,Sita,Unknown,Unknown,19-04-2022,10-08-2021,Rail,30,400,FedEx,800,1600,Cancelled,1,6,Damaged,5,Unknown,10
12614,5587,Ram,Coimbatore,Unknown,01-07-2021,01-03-2021,Unknown,20,20,Unknown,800,300,In Transit,1,5,Damaged,3,Bike,30
12615,14177,Aisha,Unknown,Unknown,27-02-2021,01-06-2022,Rail,25,20,Unknown,1000,1200,Returned,1,10,Unknown,3,Unknown,20
12616,9079,Unknown,Coimbatore,Delhi,09-06-2022,27-04-2023,Rail,20,150,Unknown,1500,1200,In Transit,1,2,Wrong Item,3,Unknown,20
12617,8348,Unknown,Mumbai,Mumbai,28-05-2022,25-05-2023,Road,20,300,DHL,1000,1600,Returned,1,6,Unknown,3,Unknown,15
12618,11299,Ram,Coimbatore,Unknown,01-03-2022,19-07-2022,Sea,20,200,Unknown,200,700,Unknown,1,6,Late,3,Unknown,20
12619,8831,Unknown,Unknown,Unknown,16-06-2022,08-06-2021,Unknown,15,200,ABC Logistics,1000,1200,Delayed,1,3,Damaged,3,Truck,20
12620,14433,John,Pune,Hyderabad,17-09-2021,15-05-2023,Unknown,25,300,Unknown,800,300,Delayed,1,6,Late,4,Truck,25
12621,13381,Aisha,Bangalore,Delhi,23-10-2021,18-06-2023,Air,20,400,Gati,1500,2000,Unknown,1,6,Damaged,5,Truck,20
12622,14172,John,Unknown,Hyderabad,24-10-2022,13-10-2022,Rail,20,400,DHL,800,300,Unknown,1,3,Wrong Item,5,Unknown,20
12623,14890,Unknown,Coimbatore,Unknown,09-12-2022,07-11-2022,Sea,5,50,DHL,1000,2000,In Transit,1,4,Damaged,3,Truck,20
12624,6715,Unknown,Delhi,Bangalore,21-05-2021,23-12-2021,Rail,20,100,BlueDart,1000,700,Delayed,1,3,Wrong Item,4,Mini Van,20
12625,11450,Unknown,Hyderabad,Chennai,31-01-2022,30-06-2021,Sea,10,150,Unknown,800,2000,Delivered,1,7,Wrong Item,3,Truck,25
12626,10433,Sita,Pune,Unknown,01-11-2021,28-02-2022,Sea,10,200,Gati,800,1200,Returned,1,6,Late,5,Bike,15
12627,6098,Unknown,Bangalore,Bangalore,14-11-2022,10-06-2023,Air,20,100,Unknown,800,1600,Unknown,1,8,Late,5,Mini Van,20
12628,12096,Sita,Hyderabad,Coimbatore,19-06-2022,24-09-2022,Sea,15,150,FedEx,800,1200,Unknown,1,2,Unknown,3,Container,20
12629,7326,Unknown,Unknown,Coimbatore,25-12-2021,10-10-2022,Air,15,150,Unknown,200,1200,Cancelled,1,2,Late,1,Truck,20
12630,14087,Vikram,Mumbai,Hyderabad,15-07-2021,11-03-2022,Road,30,150,FedEx,800,1200,Returned,1,1,Unknown,3,Container,30
12631,11416,Sita,Mumbai,Pune,08-11-2021,09-12-2022,Rail,30,150,Unknown,800,1200,In Transit,1,5,Late,2,Container,20
12632,11980,John,Hyderabad,Pune,15-01-2022,03-01-2022,Air,5,150,BlueDart,800,1600,Delayed,1,7,Late,3,Unknown,30
12633,11763,Unknown,Delhi,Bangalore,31-01-2022,15-11-2021,Unknown,5,300,Unknown,1000,1200,Delayed,1,9,Unknown,4,Bike,30
12634,6674,Sita,Hyderabad,Unknown,07-05-2023,22-05-2022,Rail,30,20,FedEx,800,300,Delivered,1,5,Damaged,3,Unknown,20
12635,12950,Aisha,Unknown,Hyderabad,07-05-2021,22-11-2021,Unknown,20,20,ABC Logistics,500,1600,Delayed,1,6,Unknown,3,Bike,20
12636,14122,Unknown,Hyderabad,Bangalore,02-05-2022,01-06-2023,Unknown,20,300,FedEx,200,1600,In Transit,1,6,Unknown,3,Container,20
12637,13915,Unknown,Bangalore,Hyderabad,07-07-2021,23-01-2022,Unknown,20,300,Unknown,800,1200,In Transit,1,1,Unknown,3,Unknown,20
12638,11049,Unknown,Delhi,Bangalore,09-03-2021,03-05-2022,Road,30,150,Unknown,800,1200,Cancelled,1,3,Damaged,3,Mini Van,20
12639,6089,Sita,Kolkata,Coimbatore,09-08-2022,16-07-2021,Unknown,15,400,ABC Logistics,200,1200,Returned,1,8,Late,5,Truck,20
12640,9578,Vikram,Chennai,Delhi,06-07-2021,06-12-2021,Unknown,20,200,BlueDart,200,2000,Unknown,1,3,Unknown,5,Unknown,30
12641,14127,Sita,Kolkata,Hyderabad,28-01-2022,18-05-2022,Sea,20,100,BlueDart,800,1200,Returned,1,7,Unknown,1,Mini Van,20
12642,5155,Unknown,Unknown,Delhi,16-01-2022,03-12-2021,Unknown,5,20,ABC Logistics,800,1200,Returned,1,10,Wrong Item,5,Truck,25
12643,14262,John,Hyderabad,Coimbatore,15-02-2022,25-01-2022,Sea,25,150,Unknown,800,700,Unknown,1,3,Unknown,5,Container,20
12644,6958,John,Mumbai,Pune,07-06-2023,20-06-2023,Unknown,20,100,Unknown,800,1200,Cancelled,1,2,Damaged,3,Unknown,20
12645,11344,Unknown,Kolkata,Kolkata,03-06-2022,01-04-2022,Unknown,15,20,FedEx,800,2000,Cancelled,1,6,Unknown,2,Unknown,30
12646,10779,Unknown,Coimbatore,Chennai,24-07-2022,22-09-2021,Sea,10,200,BlueDart,1000,300,Cancelled,1,10,Wrong Item,3,Unknown,20
12647,11144,Sita,Unknown,Unknown,26-04-2023,30-07-2021,Rail,10,150,BlueDart,1000,1600,Delivered,1,6,Unknown,5,Unknown,20
12648,10063,John,Kolkata,Chennai,13-03-2021,26-04-2023,Unknown,5,100,ABC Logistics,800,1600,Cancelled,1,2,Late,4,Bike,20
12649,8830,John,Pune,Chennai,26-12-2022,10-04-2022,Unknown,25,150,BlueDart,800,300,Delayed,1,10,Damaged,2,Unknown,25
12650,14046,Vikram,Delhi,Unknown,30-09-2021,07-04-2023,Sea,15,100,Unknown,800,700,Unknown,1,5,Wrong Item,2,Bike,25
12651,13831,Aisha,Unknown,Coimbatore,24-08-2021,02-01-2021,Unknown,20,400,FedEx,800,1600,Delivered,1,5,Wrong Item,1,Mini Van,20
12652,14794,Vikram,Mumbai,Coimbatore,22-07-2021,27-05-2023,Unknown,5,20,BlueDart,500,2000,Unknown,1,5,Late,4,Unknown,30
12653,11659,Unknown,Unknown,Pune,30-07-2022,19-11-2022,Sea,20,300,ABC Logistics,800,300,Delayed,1,6,Late,2,Bike,30
12654,5441,Ram,Kolkata,Kolkata,18-04-2021,19-06-2023,Sea,10,400,FedEx,800,1600,Unknown,1,3,Late,3,Truck,20
12655,11040,Unknown,Delhi,Mumbai,25-10-2021,27-01-2023,Air,20,400,Gati,1500,2000,Returned,1,10,Damaged,4,Unknown,20
12656,10925,Vikram,Chennai,Chennai,21-06-2021,15-07-2022,Air,20,150,ABC Logistics,800,300,In Transit,1,5,Unknown,3,Unknown,20
12657,12358,Unknown,Delhi,Unknown,21-02-2023,02-02-2022,Unknown,30,100,Gati,1500,300,Returned,1,8,Unknown,1,Container,10
12658,9628,Sita,Delhi,Chennai,08-01-2021,13-08-2021,Rail,20,100,BlueDart,800,300,Cancelled,1,4,Damaged,1,Container,25
12659,11370,Aisha,Unknown,Mumbai,23-04-2021,11-04-2022,Unknown,20,400,FedEx,200,700,In Transit,1,5,Damaged,5,Unknown,30
12660,14528,Sita,Chennai,Hyderabad,17-04-2022,14-03-2021,Road,20,100,BlueDart,1000,300,Returned,1,1,Unknown,3,Unknown,15
12661,5948,Unknown,Delhi,Pune,19-11-2021,15-10-2021,Unknown,20,400,FedEx,800,1200,Delivered,1,1,Wrong Item,3,Mini Van,25
12662,13179,Unknown,Pune,Delhi,20-10-2021,13-10-2022,Road,10,50,DHL,800,1200,Cancelled,1,8,Unknown,3,Container,20
12663,11115,Ram,Kolkata,Delhi,29-01-2022,29-01-2023,Unknown,20,20,BlueDart,200,1200,Returned,1,2,Late,1,Truck,30
12664,5459,Aisha,Kolkata,Mumbai,17-04-2023,10-02-2021,Rail,5,400,BlueDart,800,1200,In Transit,1,10,Wrong Item,3,Bike,20
12665,12568,Unknown,Pune,Chennai,01-09-2022,07-10-2022,Rail,10,150,BlueDart,800,300,Delayed,1,10,Damaged,3,Bike,10
12666,9646,John,Kolkata,Delhi,23-09-2021,17-07-2022,Rail,15,150,Unknown,1000,1600,Returned,1,7,Unknown,4,Mini Van,25
12667,5392,Vikram,Delhi,Mumbai,23-11-2022,03-10-2022,Air,15,100,ABC Logistics,1000,1200,Delivered,1,7,Damaged,5,Bike,25
12668,6787,Unknown,Unknown,Unknown,11-11-2022,20-05-2021,Unknown,20,400,Unknown,500,1200,In Transit,1,6,Unknown,5,Unknown,20
12669,12374,Sita,Delhi,Coimbatore,03-04-2021,05-02-2022,Road,25,400,FedEx,800,1200,Returned,1,9,Damaged,4,Bike,20
12670,6138,Ram,Unknown,Bangalore,01-09-2021,16-10-2021,Rail,30,300,FedEx,800,2000,Delayed,1,1,Unknown,2,Container,30
12671,9741,John,Coimbatore,Coimbatore,05-05-2021,30-07-2022,Unknown,5,20,FedEx,800,2000,Cancelled,1,2,Unknown,3,Unknown,15
12672,12418,Vikram,Unknown,Chennai,11-06-2022,13-08-2021,Unknown,20,150,ABC Logistics,800,1600,Cancelled,1,1,Unknown,3,Container,20
12673,11362,John,Mumbai,Mumbai,22-04-2022,28-06-2021,Road,30,300,FedEx,1500,2000,Unknown,1,1,Unknown,3,Container,15
12674,7454,Vikram,Mumbai,Hyderabad,23-08-2021,19-07-2022,Air,20,300,Unknown,800,1200,Cancelled,1,6,Damaged,3,Mini Van,20
12675,14658,Unknown,Unknown,Delhi,03-04-2023,16-03-2021,Sea,25,400,Unknown,1500,1600,Unknown,1,4,Unknown,3,Mini Van,20
12676,8674,Unknown,Delhi,Delhi,13-09-2021,10-05-2022,Road,20,20,Unknown,800,2000,In Transit,1,8,Unknown,3,Unknown,20
12677,6377,Aisha,Hyderabad,Delhi,28-09-2021,30-04-2021,Unknown,20,400,Unknown,800,300,Unknown,1,10,Damaged,2,Bike,10
12678,11701,Unknown,Coimbatore,Mumbai,05-06-2022,15-10-2022,Road,30,150,BlueDart,200,1200,Unknown,1,8,Wrong Item,2,Unknown,25
12679,7597,John,Pune,Coimbatore,12-02-2023,04-01-2023,Road,30,200,Gati,800,2000,Unknown,1,6,Wrong Item,3,Unknown,20
12680,5141,John,Delhi,Hyderabad,13-04-2023,17-09-2021,Sea,20,100,Unknown,800,1200,Unknown,1,6,Wrong Item,3,Truck,20
12681,7659,John,Unknown,Mumbai,07-06-2023,21-01-2023,Rail,30,150,DHL,1500,300,Unknown,1,6,Wrong Item,3,Bike,20
12682,9596,Aisha,Hyderabad,Chennai,10-08-2021,17-10-2021,Unknown,20,300,FedEx,1000,2000,Delayed,1,9,Unknown,3,Unknown,20
12683,14031,Ram,Delhi,Pune,27-02-2021,07-04-2021,Sea,25,150,ABC Logistics,500,2000,Delayed,1,2,Wrong Item,1,Truck,30
12684,10661,Vikram,Hyderabad,Chennai,15-07-2021,04-03-2023,Road,10,150,Unknown,800,2000,Returned,1,7,Unknown,3,Container,25
12685,11142,Unknown,Unknown,Bangalore,23-04-2022,12-07-2021,Unknown,20,150,ABC Logistics,500,300,Cancelled,1,6,Wrong Item,1,Container,20
12686,10626,Unknown,Delhi,Pune,21-05-2022,27-08-2022,Air,20,20,FedEx,1000,2000,In Transit,1,4,Unknown,4,Truck,15
12687,13787,Unknown,Chennai,Chennai,16-03-2023,13-03-2021,Road,20,300,Gati,800,2000,Unknown,1,3,Unknown,1,Container,15
12688,13472,John,Kolkata,Hyderabad,16-10-2022,15-02-2023,Air,20,200,Unknown,800,1200,Unknown,1,6,Unknown,2,Bike,10
12689,5423,Unknown,Unknown,Kolkata,11-09-2021,28-05-2022,Unknown,30,50,FedEx,200,1200,Cancelled,1,4,Unknown,2,Mini Van,30
12690,11999,Unknown,Mumbai,Kolkata,06-04-2021,16-02-2022,Air,20,100,ABC Logistics,500,700,Unknown,1,4,Unknown,2,Unknown,20
12691,9249,Aisha,Mumbai,Kolkata,25-06-2021,27-02-2021,Road,30,100,DHL,800,300,Cancelled,1,3,Damaged,3,Bike,20
12692,6750,Ram,Coimbatore,Bangalore,25-05-2023,15-02-2023,Sea,15,150,Gati,1000,1200,Returned,1,9,Unknown,3,Container,20
12693,9757,Unknown,Bangalore,Bangalore,28-03-2023,25-07-2022,Road,20,150,FedEx,500,1200,Returned,1,8,Unknown,3,Mini Van,20
12694,6967,Vikram,Mumbai,Kolkata,16-11-2022,24-02-2022,Road,30,200,Unknown,1500,1200,Returned,1,6,Damaged,3,Bike,30
12695,9088,Aisha,Bangalore,Unknown,24-09-2022,01-01-2023,Unknown,15,300,DHL,800,1600,Delivered,1,10,Unknown,1,Unknown,20
12696,9178,Unknown,Chennai,Delhi,07-05-2022,17-02-2021,Rail,5,50,FedEx,800,1200,Delivered,1,6,Wrong Item,2,Container,10
12697,12789,Unknown,Unknown,Pune,30-12-2021,30-06-2021,Road,25,50,Gati,800,700,Unknown,1,6,Unknown,5,Bike,20
12698,7946,Vikram,Hyderabad,Pune,02-12-2022,24-04-2022,Unknown,10,150,ABC Logistics,800,1200,In Transit,1,2,Unknown,3,Container,20
12699,14641,John,Coimbatore,Delhi,26-06-2021,30-05-2022,Sea,20,150,Unknown,500,1200,In Transit,1,3,Late,2,Unknown,10
12700,10394,Unknown,Kolkata,Coimbatore,24-06-2021,02-06-2023,Unknown,20,300,Unknown,800,2000,Returned,1,10,Wrong Item,3,Truck,20
12701,12880,Ram,Pune,Unknown,27-11-2022,13-07-2022,Unknown,20,150,Unknown,800,1200,Delayed,1,7,Unknown,1,Container,30
12702,10075,Aisha,Bangalore,Kolkata,20-06-2022,22-06-2022,Air,30,300,Gati,1500,1200,In Transit,1,5,Unknown,2,Unknown,30
12703,12230,Unknown,Kolkata,Delhi,26-05-2021,12-06-2023,Rail,5,20,BlueDart,800,2000,Unknown,1,1,Late,3,Bike,30
12704,6531,Ram,Coimbatore,Mumbai,28-07-2022,13-11-2021,Rail,10,400,Unknown,800,1200,Unknown,1,1,Damaged,1,Unknown,20
12705,7990,John,Coimbatore,Pune,04-10-2021,15-12-2021,Unknown,30,300,FedEx,1500,1200,Delivered,1,6,Wrong Item,3,Container,30
12706,12155,Ram,Mumbai,Mumbai,23-12-2022,05-01-2022,Sea,10,150,DHL,800,1200,Unknown,1,8,Late,3,Container,20
12707,9493,Ram,Kolkata,Delhi,12-07-2021,08-06-2023,Unknown,20,200,DHL,500,2000,Unknown,1,6,Wrong Item,1,Unknown,10
12708,14335,Sita,Delhi,Delhi,20-01-2022,11-09-2021,Unknown,20,150,Unknown,500,700,Unknown,1,4,Wrong Item,3,Bike,25
12709,5933,Ram,Unknown,Chennai,26-07-2022,28-08-2021,Sea,20,150,Unknown,800,300,Unknown,1,3,Damaged,2,Bike,10
12710,6460,Vikram,Coimbatore,Chennai,30-07-2021,28-12-2021,Sea,20,150,Gati,1500,700,Delivered,1,9,Damaged,3,Mini Van,20
12711,7723,Aisha,Bangalore,Hyderabad,02-03-2021,22-01-2021,Rail,20,50,Unknown,500,300,Cancelled,1,9,Unknown,3,Unknown,20
12712,5285,Sita,Pune,Hyderabad,06-11-2021,16-01-2021,Rail,5,20,Gati,800,1200,Unknown,1,6,Late,5,Unknown,20
12713,5264,Aisha,Pune,Bangalore,05-01-2021,29-06-2022,Rail,25,300,Gati,800,1600,Returned,1,4,Unknown,2,Container,15
12714,11816,Aisha,Chennai,Bangalore,04-08-2021,12-05-2021,Road,15,100,DHL,200,2000,Unknown,1,6,Late,3,Unknown,15
12715,6762,John,Chennai,Kolkata,27-10-2021,29-04-2021,Unknown,15,300,ABC Logistics,800,700,Unknown,1,8,Wrong Item,3,Truck,20
12716,5040,John,Mumbai,Chennai,08-07-2021,02-05-2021,Sea,30,400,DHL,800,1200,Delayed,1,4,Unknown,4,Unknown,25
12717,10827,Sita,Delhi,Kolkata,28-08-2021,27-10-2022,Unknown,20,200,ABC Logistics,800,700,Returned,1,8,Unknown,4,Container,30
12718,13259,Unknown,Mumbai,Delhi,17-02-2021,14-10-2021,Sea,20,200,Unknown,800,1200,Unknown,1,7,Wrong Item,4,Bike,10
12719,5987,Unknown,Pune,Kolkata,21-10-2022,31-05-2021,Sea,20,300,Unknown,1000,300,Delivered,1,6,Damaged,3,Mini Van,10
12720,12804,John,Hyderabad,Delhi,05-06-2022,02-03-2022,Unknown,20,300,Unknown,800,2000,Delayed,1,6,Unknown,2,Container,20
12721,12789,Unknown,Pune,Pune,25-06-2022,01-08-2021,Sea,20,150,Gati,800,1200,In Transit,1,7,Late,1,Unknown,20
12722,10717,John,Coimbatore,Chennai,14-11-2022,16-04-2023,Sea,15,100,BlueDart,200,300,Cancelled,1,6,Damaged,5,Bike,25
12723,8198,John,Kolkata,Hyderabad,28-12-2021,28-01-2021,Air,25,150,DHL,800,1200,Unknown,1,6,Unknown,3,Unknown,30
12724,10374,Aisha,Kolkata,Kolkata,18-06-2022,08-05-2023,Air,25,150,Gati,800,300,Delivered,1,6,Unknown,5,Unknown,25
12725,9790,Sita,Coimbatore,Chennai,25-05-2021,19-05-2023,Unknown,5,20,DHL,800,300,Cancelled,1,6,Wrong Item,3,Unknown,20
12726,12183,Aisha,Coimbatore,Pune,09-03-2023,10-02-2022,Road,20,50,Gati,200,1200,Unknown,1,7,Late,3,Truck,15
12727,7524,Unknown,Pune,Mumbai,07-09-2021,31-03-2022,Rail,20,20,DHL,800,1200,Unknown,1,4,Unknown,2,Truck,20
12728,14277,Vikram,Kolkata,Hyderabad,13-11-2021,09-07-2022,Sea,20,50,FedEx,1500,2000,Unknown,1,6,Wrong Item,3,Unknown,25
12729,7479,Aisha,Kolkata,Unknown,25-03-2021,06-06-2023,Unknown,20,20,DHL,800,1600,Unknown,1,5,Late,2,Container,20
12730,14885,Unknown,Unknown,Unknown,27-02-2023,09-12-2021,Air,20,200,FedEx,800,700,Returned,1,9,Unknown,4,Truck,30
12731,10154,Unknown,Kolkata,Chennai,09-02-2021,16-01-2021,Rail,15,200,ABC Logistics,800,1200,Delayed,1,2,Late,3,Container,20
12732,5778,Vikram,Coimbatore,Coimbatore,21-07-2021,24-08-2022,Road,20,100,DHL,800,300,Returned,1,9,Unknown,5,Container,30
12733,14777,Ram,Chennai,Chennai,22-07-2021,03-05-2023,Rail,30,200,ABC Logistics,800,2000,Cancelled,1,5,Late,2,Unknown,10
12734,6492,Ram,Delhi,Delhi,13-04-2021,23-08-2022,Sea,20,400,BlueDart,800,700,Unknown,1,10,Wrong Item,1,Bike,10
